words,sentiment_coeff
covid,-1.1222370951176475
f,1.0652792758028362
especially,1.1347083284772101
hand,-1.0899888427798332
truth,-1.131960837076539
feel,-1.0860081791938194
kind,-1.050983352855818
small,1.1505819636844328
write,1.0923471144954537
escalate,-1.1284990984790682
term,-1.07662905308501
million,-1.0997882126473626
accord,-1.0411062509448858
article,-1.0516833311584601
join_nato,-1.1445104442413576
medium,-1.0620438713667033
fall,-1.077463505707205
suffer,-1.078306389036042
ammo,1.1546641095432786
source,1.0967911317566608
level,1.0937725259374484
fake,-1.1032584612386767
business,-1.125958997155312
ignore,-1.1105621671689956
current,-1.055821019854966
equipment,1.1630417890182034
ukrainians,-1.1517340005137189
story,-1.0476548976361577
poland,-1.0589450209427493
tweet,1.0814297738528353
sanction,-1.1184881459906135
destruction,1.0425612616254838
aren_t,-1.0991993651792187
system,1.152764589585287
vehicle,1.19231843340076
second,1.0938529207330479
dead,1.0474011505808432
play,-1.073138566666136
near,1.1474319403601887
explain,1.0670548916196279
frontline,1.2152925609459189
ukrainian_drone,1.2302067038217863
vuhledar,1.2032042801919358
haven_t,1.1116972476095148
hate,-1.1814988532533377
training,1.1201396584911902
policy,-1.1065945051607837
visit,-1.0845434526872517
syria,-1.038267619312669
un,-1.0660918056048798
resource,1.0827064093001595
receive,1.1035341448407265
public,1.0970624297026579
add,1.081823069130451
attempt,1.0961287643382225
easy,-1.0661883450907421
head,-1.0833116228479753
trench,1.1164401609915477
do_not,-1.1132966380065048
literally,-1.1066074415657607
politician,-1.1578520227676505
person,-1.073831790482495
map,1.1168584901904866
thread,1.142326774434677
threat,-1.0604362811050736
advance,1.175872283926612
brexit,-1.1096907204309294
drone_attack,1.1807065737990912
high,1.0672306007549552
wonder,-1.100148480165969
spend,-1.0975258903429632
stay,-1.0698920878873759
avoid,-1.0871543008284066
russian_territory,-1.0609974043522383
ally,-1.1172148926381917
prepare,1.0903153994637196
mention,1.064360296198792
long_range,1.0754228366785854
woman,-1.0790101540852342
thousand,-1.0843106559472384
x,1.1338083935770413
step,-1.0970283683021314
region,1.0704401283725482
huge,-1.0797760298467551
destroy_russian,1.2692483841493925
shit,-1.1428537864238826
goal,-1.0706776956825377
major,1.0999501214084506
massive,1.049260385979694
return,-1.0867002733722357
free,-1.1269369266315468
south_africa,-1.0841977313279838
freedom,-1.1219287596479706
entire,1.0609789648855739
genocidal,-1.167730510743484
blow,1.0774273591819072
open,-1.046178710905952
mother,-1.0879949079257303
note,1.2023085005572527
simple,-1.1071233924071737
mind,1.078110835094496
aggressor,-1.157335983160305
german,-1.0327187138330356
completely,1.098217650995504
kremlin,-1.0729480619390481
save,-1.106856261180597
ukrainian_force,1.2409200422128563
sell,-1.0947643347288343
action,1.061336007007564
example,1.1518205113832856
launch,1.0696292863613854
gain,1.0908998279149307
strong,-1.1301587021665696
ok,-1.1387802413448898
manage,1.0615566235936185
part,1.0559521573757893
shell,1.0914169151645603
vs,-1.0588319627126936
absolutely,-1.085239319362926
experience,1.0932506014243994
declare,-1.1128209526702282
cut,1.075607216045884
nuke,-1.104313227738689
team,1.1015483819901615
east,-1.0502369799352358
party,-1.111986952067167
gun,1.059787342365318
b,-1.0606942157813324
ukrainewar,-1.0680445866499653
crime,-1.09688089297301
trust,-1.100960007120819
africa,-1.0825547665860717
ukrainian_soldier,1.1270247242025977
doubt,1.0839130823674714
event,-1.0725014563278539
choose,-1.1053759934279197
analysis,1.1362454804043085
provoke,-1.1929804529284476
evidence,1.1165731147672213
population,-1.1051175253711572
election,-1.145570261008066
taiwan,-1.07466325387117
scale,1.124238988828773
terrorist,-1.072403614498706
suggest,1.1213959060874743
plus,1.0616890014262592
decision,-1.0763353907042252
learn,-1.0596436468926758
type,1.1241758185254762
retreat,1.1122139371337714
ammunition,1.107480103061467
inflation,-1.075794513274769
increase,1.0719537621711805
buy,-1.0973672855507752
sign,-1.075481897830466
responsible,-1.11802050684628
build,-1.060508038352164
multiple,1.2002565496068085
miss,1.107535941026249
russian_invasion,-1.1315044589599348
rebuild,-1.1360367813450813
view,-1.0787357117076808
lack,1.106064682815768
act,-1.0918569620660592
comment,1.1245480811507385
definitely,1.1519659080123394
britain,-1.1538004025061703
appear,1.1219482915001333
fascist,-1.1665842289321593
damage,1.1066418857584395
criminal,-1.1168368746349333
fear,-1.0836636497762326
ban,-1.0746646101705521
interest,-1.0950707443938206
sorry,-1.0693145645167854
murder,-1.1482960550598245
set,-1.0690828256127836
one,-1.056427650987021
friend,-1.1334389938100693
statement,-1.0429214527723127
meet,-1.0503230715045697
short,1.0988559333981367
crisis,-1.1362982706223708
accept,-1.12056865963594
chance,-1.0679168389625346
compare,1.0847298190101151
negotiate,-1.12906453389048
idiot,-1.1769619939860076
zone,1.0553449879774819
hell,-1.1198258980600801
direction,1.1970184710754694
pope,-1.1207704653223691
focus,1.0860933107791857
block,1.079376123513835
n,-1.0587159340901118
success,1.2356889827569197
protect,-1.11467453791483
ready,1.07742223676806
night,1.0872864044612753
reality,-1.0564347441446358
confirm,1.102312233296931
remove,1.054296709313636
prove,-1.0585464880549498
imagine,-1.070784769632122
song,-1.0806584513534667
official,1.08594514225312
clearly,-1.0587874218395161
victim,-1.1172834411601176
obviously,-1.1055273025610555
ruaf,1.2286619846435394
list,-1.0545795082635263
donetsk,1.1467924872091422
economic,-1.0722973734888883
illegal,-1.118761155256444
job,-1.0753902089017113
god,-1.1179633943880494
link,1.1005363546573725
elite,-1.0831133574428304
w,-1.093511087021696
politic,-1.128875827419622
fool,-1.1668103325445582
command,1.1707437135832783
flag,-1.0891459269764054
main,1.0805229312869886
kid,-1.0787496102710235
combat,1.220788385243577
realize,-1.18366202456447
russian_tank,1.193359823555153
ruzzia,-1.0767905251072571
answer,-1.092689837506978
expert,1.113033242510845
strategy,1.0447050363037378
puppet,-1.1935952754140664
oil,-1.0889755237386463
happy,-1.1727032436709375
funny,-1.095697177862544
russian_army,1.0889026252379117
game,-1.1162772336094746
image,1.101944427076442
fighting,-1.0487083185381
refuse,-1.0846029132383352
shouldn_t,1.0917179003007802
near_bakhmut,1.2467915077408265
gas,1.0479929819674179
coup,-1.073762251900037
poor,-1.0784917211515945
argument,-1.0926827370902783
commander,1.187597765136001
discuss,1.069549820275022
withdraw,1.0747189107193027
assume,1.1732021009715656
sit,-1.057062449749923
early,1.1411705870897066
demand,-1.0779351894947395
drop,1.1140678558203392
reach,1.1214768775835868
complete,1.0803538526125205
ukrainian_troop,1.2036615677798672
united_states,-1.1821805484781607
security,-1.0383879394642863
decade,-1.138751094026446
steal,-1.1428435703116282
dollar,-1.1518726681997673
soviet,1.0946949382403348
ukrainian_president,-1.0614512243050649
wish,-1.150053389902036
regime,-1.10849859532923
benefit,-1.108269962416447
capability,1.2062944389397179
admit,-1.0704590616732244
mistake,1.0794801069914561
fuel,-1.0437334688401372
immediately,-1.0934625063501118
horrible,-1.0786096989823621
l,-1.0632978024354338
air_force,1.1353034416397845
document,1.1084723127543592
ongoing,1.0545452782224236
flee,-1.0450232787805793
rest,-1.0630056316156646
democrats,-1.1924807226301477
joe_biden,-1.147258156142342
cold_war,-1.0879928909225196
building,1.0942768684141968
anymore,-1.1088691882430723
solution,-1.060153450004083
profit,-1.128966398548316
global,-1.0910267058467498
pandemic,-1.1216053266714392
enter,-1.0810909813563727
sudan,1.0652424660567748
hitler,-1.1856439636171965
risk,1.0814120044079258
later,1.154426596107022
exist,1.0580249557824846
rule,-1.1333295873324354
detail,1.1051545279684323
armed_force,1.170473316876337
iran,-1.0784051800176804
check,-1.1003751934863257
drive,1.0701370853891181
usually,1.1702016085152755
dictator,-1.1669816006406253
suppose,-1.0783354633716626
road,1.1547782603027827
recently,1.2097412443729825
c,1.0549681086408635
aim,-1.0492541293962232
role,1.0819110186671361
donbass,-1.0806653917700129
picture,1.1115202360081549
negotiation,-1.0939389281242295
put,-1.0993307000111248
actual,1.0767177148084741
joke,-1.1428120099489083
weak,-1.1010121277841511
argue,-1.0952916012434457
humanity,-1.1693050133897036
local,1.090932827656256
totally,-1.101772283029429
concern,-1.042643358342806
require,1.087550069389323
impact,1.0746132631324206
prevent,-1.1076710113597403
food,-1.0573814903213372
counteroffensive,1.0772163346958006
occupy,-1.0665227689994474
affect,-1.1119680184457554
international,-1.051704511634412
attack_helicopter,1.2449358746603534
pretty,-1.0551754186388076
carry,1.1023859878044264
cia,-1.159932000973938
supporter,-1.154611570118259
ak,1.172977950547556
ii,-1.07354655521837
rocket,1.1442550632518018
bc,-1.1252272623388084
town,1.073935615340119
daily,1.0692470971082104
kiev,-1.0763492014270606
total,-1.053062969913435
promise,-1.0871175637016748
low,1.1023256070542953
go_to,-1.1319875024461488
non,-1.0786234804164978
offer,-1.0538751896548402
currently,1.0462037031933027
excuse,-1.133387839472493
choice,1.0646862721129986
release,1.1117981439020157
france,-1.0763931282817132
cnn,-1.1165358923651083
company,1.1154859749347374
finish,-1.0846868966755676
funding,-1.157185875180924
respect,-1.1006489116668348
leadership,-1.0925183334114665
range,1.148879317667638
turkey,-1.0977706977745456
st,-1.0488880766599016
option,-1.0571807834465625
bit,1.050047003381775
yesterday,1.142438513720064
pull,-1.061474372483048
justify,-1.109245284966532
surrender,-1.0936514244854194
modern,1.059936046791379
charge,-1.0915774889673289
couldn_t,-1.1427203092715266
difference,1.037536973527555
casualty,1.0873783140035065
south,1.0872260073573612
engage,1.0923130108940706
effect,-1.0442885797530523
war_monger,-1.174209647336406
service,1.0954800501475168
value,-1.0472832089046344
nd,1.1031071278991071
year_ago,-1.0700431626410065
street,1.0534930186759661
escalation,-1.088278646840578
defence,-1.0735200205810378
palestine,-1.1216004391557273
member,-1.0422583501779015
wake,-1.1662679045980704
air,1.1976680265066664
dude,-1.0962007303163785
helicopter,1.2116615974616922
survive,-1.1041107261309218
infrastructure,-1.0433527376096088
publish,1.1156482169245474
govt,-1.1073567998106841
beat,-1.0866003850068973
back,-1.1261207110847482
peace_talk,-1.2057815580156237
similar,1.1045068627463033
deliver,1.0790565364509368
vladimir_putin,-1.1002749471740216
reserve,1.182469229066654
military_aid,-1.0601193751584566
independent,-1.060537686285718
russian_troop,1.0922510170469206
serve,1.0742574107614664
battlefield,1.1710906423800052
house,-1.0429409459232801
law,-1.093441737632134
wagner_group,1.0549943252882785
kick,-1.106151187055221
collapse,-1.0813237633788602
attrition,1.0576675910736835
march,1.046081795404431
direct,-1.0436527369937183
february,1.0679924465178894
threaten,-1.1410975482358792
vietnam,-1.1173642515855005
prolong,-1.1455710730809767
nice,-1.0909786497249385
tear,-1.078290329733455
notice,1.0631768924687113
hasn_t,1.0904752998148173
throw,1.0544730856674094
berlin,-1.0798765971378954
machine,-1.130766139941064
easily,1.0706606767390707
ruzzian,-1.0770405778939114
oppose,-1.1047375795296137
chinese,-1.0551692569322346
agenda,-1.1693826323695677
sa,-1.0523912357559846
asset,1.0380117031919462
significant,1.141912942351778
corruption,-1.1393285549716372
grow,-1.0391246574404165
form,1.071077762918429
ussr,-1.104171460645382
obvious,1.0798953284346582
inside,1.0791657365220662
unfortunately,1.090429237393767
narrative,-1.1023841599697881
sound_like,-1.1281686313368615
book,-1.0406494923314378
tactic,1.1362359906586303
basically,-1.1276295163709642
difficult,1.1085602771781968
price,-1.0848400843425074
response,1.0546573663754848
ability,1.115237039972886
v,1.0428419631218055
self,-1.063843040113268
btw,-1.162942766244815
ukrainian_army,1.170911453066116
e,1.0489086952714681
message,-1.0569174402405834
india,-1.0919416688051111
possibly,1.1042546269438664
safe,-1.057616263105498
consequence,-1.089369599000869
sound,-1.0921200967154698
hero,-1.0909606745244762
logistic,1.187713491228477
counter_offensive,1.0984391758561824
ukrainerussiawar,-1.0916827620317373
quickly,-1.0506668655928342
failure,1.1062222861666384
fucking,-1.141026124542242
half,-1.0432177457464014
present,-1.0417281071548417
divide,-1.1033842769707067
condemn,-1.124938376270138
eventually,-1.0747602393385967
hungary,-1.07903898525178
mod,1.226801743812245
struggle,-1.1500673798275292
energy,-1.0742228431554002
waste,-1.0699974752935328
brutal,-1.0825817524293269
perform,1.0802971310778067
sort,-1.0673290009982357
battalion,1.1830789427383863
structure,1.226352310624728
eye,-1.092034239079947
necessary,1.1223223917535834
worry,1.0851755464618775
refer,1.1326461814837443
globalist,-1.1452130966308616
achieve,1.0495540392998426
influence,-1.1117982100683181
invader,-1.0789612995836353
agreement,-1.1053060508842267
successful,1.143765333656456
black,-1.0687225769273347
human,-1.1678416034106134
limit,1.0648938283485077
dumb,1.0397413946161815
effective,1.1023011538978815
pretend,-1.114660133086356
foreign,-1.0659696891113133
fix,-1.1266591197254185
outside,1.1562970125530712
cry,-1.1208605510886562
past,-1.094428345878747
office,-1.121407823834396
nonsense,-1.0972661092521216
terrible,-1.0637203549842336
winner,-1.127330287875358
directly,1.1024522348456263
context,1.0524915662255663
disagree,-1.0877071705911556
ridiculous,-1.096807887953402
hopefully,-1.0701686201539677
channel,1.0885806503680513
recent,1.1327587402961918
worth,1.0835881719877498
strategic,1.1143546520351588
bullshit,-1.1602566581978255
stance,-1.113865493059548
topic,1.0541485740156902
armed,1.0774332563237559
journalist,-1.0615354324525152
cross,1.0513246702821026
celebrate,-1.0732920133728951
long_time,1.0413175972822593
pic,1.1530931583052908
respond,-1.0492965973398634
luhansk,1.1838772118334728
obama,-1.1934020609896057
process,-1.0673032574336339
zero,-1.0870577949824258
apparently,1.0518029931135686
nato_member,-1.0738608681888095
scenario,1.1213086548911717
fully,1.0514197287441955
sad,-1.1733471350441502
hey,-1.1118359479539868
stage,-1.061401513564532
intelligence,1.0784414137746885
pick,-1.0531539048255698
bs,-1.1566786463794232
fly,1.1143343255564973
resolve,-1.0738856695102432
piece,1.0480181355061398
mobilize,1.1412502693894995
complex,1.0337563952124698
describe,1.0712178690541783
send_billion,-1.2073538639455608
occupation,-1.120023380784264
plenty,1.0974943273064885
expand,1.0593872830396838
majority,-1.0472830853717376
diplomacy,-1.109755352463576
burn,1.071885716581952
p,-1.052447625039201
m_sure,1.100471703132134
mortar,1.270073101724519
ukranian,-1.1185835138380502
location,1.1643036238743316
fighter,1.2150977507927014
seek,-1.0603404066151234
tool,-1.1112868525679147
munition,1.1700850787129868
aircraft,1.1436345351247132
volunteer,1.0862110527975115
italy,-1.1015974001450273
buddy,-1.1272255870988768
announce,1.07993527732152
repeat,-1.068395518533952
listen,-1.0931671642110303
car,1.0938431991108213
debt,-1.1106581562194509
send_weapon,-1.160695660384894
soledar,1.1835416791026345
previous,1.0724508862891413
expose,-1.0509757693249493
seriously,1.0812696268113724
depend,1.1393405881576602
imperialist,-1.148135248306368
photo,1.0953429090008842
r,-1.0895900837138714
deny,-1.0556267293215171
previously,1.2090118502895482
figure,1.0856630414883117
suck,-1.1311250562967579
phase,1.0921404899818112
welcome,-1.1017274201814689
design,1.0916056558417928
standwithukraine,-1.123900807452137
additional,1.2339804769918135
blood,-1.1222653998140295
accurate,1.1587067286006933
fast,-1.1115950219444395
g,-1.0413730960054033
drop_bomb,1.2363197824142103
soviet_union,-1.1264025378088414
pray,-1.1057592551242437
mark,1.128401337761396
fine,-1.0950977942574915
finance,-1.1471844798450952
brain,-1.1518084279716638
ship,1.0497822660426017
imagery,1.1786559253054314
trade,-1.080088002285366
pm,-1.060767138930079
fair,-1.1196188285542932
available,1.2051256748295809
bully,-1.1444844233324603
specific,1.1707968625249787
internal,-1.0688418646046418
shoot_russian,1.1699877146047388
walk,-1.0739574633214792
o,-1.0774950011540776
moron,-1.0853435295191276
pass,1.0659334868846457
tbh,1.1315014765809044
relate,1.218961194497898
finally,1.0613195931211723
rise,-1.1031360755797144
useless,1.0843881647585896
slow,1.0888130260499977
insane,-1.1261117756324346
hide,-1.069344797715309
russian_aggression,-1.1018886174155749
potential,1.0610247034729863
protest,-1.124904565114254
pro_russian,-1.045814625143361
gt,1.0547568459578478
particularly,1.1118006420016031
movement,1.090526194574895
body,1.04159581432118
stick,-1.0531836056866235
market,1.0369759263454879
erdogan,-1.1126421536510598
ukr,-1.044754714923762
endless,-1.1568623649984662
jet,1.193574831882452
amazing,-1.0593800365126855
develop,1.1047800002255188
usual,1.1221460873076556
catch,1.0960487791172713
determine,-1.0617631443191642
host,-1.1205051788990044
russiaukrainewar,-1.0861224480427032
air_defense,1.1686602195324587
personnel,1.2150194959593206
conduct,1.1466223584871584
entirely,-1.0416259426167647
tomorrow,1.0788431989814022
atrocity,-1.073219137896366
infantry,1.2280357856903725
indicate,1.1913102728428815
arrive,1.090741714358895
finland,-1.0702383118133074
extremely,1.1341720858524698
white,-1.1023613372765504
mission,1.0770925565648801
sacrifice,-1.0821456885682197
terror,-1.1338521925373375
treaty,-1.1459527938694547
draw,1.0752372566863977
storm_shadow,1.083983537795664
whilst,-1.0764095428452312
himars,1.169317536928222
wow,-1.174321012824077
certainly,-1.1107526066836966
mr,-1.1658907917959127
de,1.0490837204451158
raise,-1.0582841659629334
site,1.1093202335752463
al,1.117921149981849
division,1.140384160424182
presence,1.156220056419452
date,1.0377327255505413
officer,1.1702945806538732
crap,-1.1036529541019675
thought,-1.0616485362236656
rifle,1.139817058072156
shot,1.0925700250600514
proxy,-1.1444406917652261
bear,-1.1149245919699353
rate,1.064557437793003
slava,-1.101863468288835
mess,-1.1217256507435283
gopro_footage,1.2360955565266027
campaign,-1.1097874334917668
period,-1.1102613285969032
th_th,1.227176241746467
package,1.0567818922836492
performance,-1.0657370191120061
explosion,1.095635813753917
leak,-1.0625826663074027
pressure,-1.0853148891584707
pre,1.0669837996868228
bridge,1.0812628419233503
fit,1.109031887468594
smart,-1.0839260147009364
meeting,-1.0432225311383747
record,1.092059067003049
billion_dollar,-1.0931274967160274
ensure,-1.0440396363970108
trump_say,-1.2040626954606561
scam,-1.1505624478648788
name,1.1009233573628885
replace,1.113564325850193
capacity,1.0994729372939651
drone_drop,1.242376371379843
spread,-1.058148655136601
conquest,-1.1404163391711202
apply,-1.0660299898812071
little_bit,1.1150225101126767
drug,-1.0828264597555046
publicly,1.0923887503990144
ex,-1.0397681065631805
false,1.064469291559344
original,1.14447080820295
abandon,1.1554742292302684
resistance,1.0556087045295157
conclusion,1.106471651762951
improve,1.1247486941620626
can_not,-1.0596186642699554
special,1.1215297335665235
common,1.0689238999986013
afraid,-1.0715295195087369
summer,1.1064293876807192
impossible,-1.1067323225328423
peace_plan,-1.1146102160416012
germany_announce,1.076523033167077
empire,-1.1295118980967462
grenade,1.1803348598298824
enjoy,-1.1281691308874542
conquer,-1.100650525838114
observe,1.186453694562573
discussion,-1.0487179779350657
opposite,-1.102524716519966
surprise,1.0962835142243461
shame,-1.1150470817315326
ukrainerussianwar,-1.0723707821356707
normal,-1.0873951374436623
sense,1.075318943275183
info,1.0664085762097046
rich,-1.1572619522381853
identify,1.1184290153691583
counter,1.1518219376469008
access,1.0798961753422993
certain,1.1027953626316556
condition,1.1300583967390538
hundred,1.1451434873166997
lmao,-1.175131428011239
live_zelenskiy,-1.1059542091737655
damn,-1.145106927995945
justice,-1.1672111400485403
scale_invasion,-1.0942115131911656
dangerous,-1.1002032039327319
north,1.1367931278606047
orc,-1.0460802157458344
mariupol,1.1504447930707455
october,1.204344896366317
assist,1.0685651784822017
z,1.0847761774264368
dream,-1.098549957118981
particular,1.0912514354832592
forever,-1.1282180235720478
secret,-1.0731118668877115
sovereignty,-1.1574292768381749
represent,-1.1182200996051308
ppl,-1.1726047585953463
key,1.0756332290453263
settle,-1.1609510198313044
himar,1.2183688085986262
constantly,1.0878217484346142
active,1.1108558861922593
estimate,1.1607137919732382
earth,-1.1357078387269164
light,1.0739967976570228
trigger,-1.0735378966305302
patriot,1.0698999546202963
style,1.0946469720578191
